ID	STRING
HMR_5593	[1.0][m02519][s] + [1.0][m01986][s] + [1.0][m03101][c] => [1.0][m02519][c] + [1.0][m01986][c] + [1.0][m03101][s]
HMR_5592	[1.0][m02519][s] + [1.0][m01986][s] + [1.0][m02724][c] => [1.0][m02519][c] + [1.0][m01986][c] + [1.0][m02724][s]
HMR_5599	[1.0][m02519][s] + [1.0][m01986][s] + [1.0][m02993][c] => [1.0][m02519][c] + [1.0][m01986][c] + [1.0][m02993][s]
HMR_5598	[1.0][m02519][s] + [1.0][m01986][s] + [1.0][m03135][c] => [1.0][m02519][c] + [1.0][m01986][c] + [1.0][m03135][s]
HMR_4170	[1.0][m02034][n] + [1.0][m02040][n] => [1.0][m01832][n]
HMR_4171	[1.0][m01948][c] + [1.0][m02696][c] => [1.0][m02034][c] + [1.0][m02819][c]
HMR_4172	[1.0][m02040][c] + [1.0][m01369][c] => [1.0][m02578][c] + [1.0][m01370][c]
HMR_4174	[1.0][m01370][c] => [1.0][m01596][c] + [1.0][m01383][c]
HMR_4175	[1.0][m02026][c] + [1.0][m02040][c] => [1.0][m01626][c] + [1.0][m01974][c]
HMR_4176	[1.0][m02026][s] + [1.0][m02040][s] => [1.0][m01626][s] + [1.0][m01974][s]
HMR_4177	[1.0][m01590][c] + [1.0][m02040][c] => [1.0][m02751][c] + [1.0][m01630][c]
HMR_4179	[1.0][m01590][s] + [1.0][m02040][s] => [1.0][m02751][s] + [1.0][m01630][s]
HMR_8310	[1.0][m01852][c] <=> [1.0][m01852][g]
HMR_8311	[1.0][m01852][c] <=> [1.0][m01852][s]
HMR_8312	[1.0][m01851][c] <=> [1.0][m01851][g]
HMR_8313	[1.0][m01851][c] <=> [1.0][m01851][s]
HMR_8314	[1.0][m01853][c] <=> [1.0][m01853][g]
HMR_8315	[1.0][m01853][c] <=> [1.0][m01853][s]
HMR_8316	[1.0][m03111][g] + [1.0][m02594][g] => [1.0][m01880][g] + [1.0][m03106][g]
HMR_8317	[1.0][m01880][g] + [1.0][m03107][g] => [1.0][m02186][c] + [1.0][m03106][g]
HMR_8318	[1.0][m01592][g] + [1.0][m02347][g] => [1.0][m01590][g] + [1.0][m01264][g]
HMR_8319	[1.0][m01950][g] + [1.0][m01264][g] => [1.0][m01948][g] + [1.0][m02198][g]
HMR_4314	[1.0][m01682][c] <=> [1.0][m01682][l]
HMR_4315	[1.0][m01682][c] + [1.0][m02552][c] <=> [1.0][m02039][c] + [1.0][m02553][c] + [1.0][m01840][c]
HMR_4316	[1.0][m01682][c] + [1.0][m02554][c] <=> [1.0][m02039][c] + [1.0][m02555][c] + [1.0][m01965][c]
HMR_4317	[1.0][m01371][c] + [1.0][m01682][c] => [1.0][m01285][c] + [1.0][m02917][c]
HMR_4310	[1.0][m01371][c] + [1.0][m01840][c] => [1.0][m01285][c] + [1.0][m01842][c]
HMR_4312	[1.0][m01682][c] <=> [1.0][m01682][s]
HMR_4313	[1.0][m01682][c] <=> [1.0][m01682][g]
HMR_4318	[1.0][m01371][c] + [1.0][m01840][c] => [1.0][m01285][c] + [1.0][m01844][c]
HMR_4319	[1.0][m01371][c] + [1.0][m01840][c] => [1.0][m01285][c] + [1.0][m01845][c]
HMR_1849	[2.0][m01371][c] + [2.0][m02040][c] + [1.0][m01445][c] => [2.0][m01285][c] + [2.0][m02751][c] + [1.0][m01445][s]
HMR_1848	[1.0][m01334][r] + [1.0][m02759][r] + [1.0][m01514][r] <=> [1.0][m01371][r] + [1.0][m01597][r] + [1.0][m01445][r]
HMR_1847	[1.0][m02039][c] + [1.0][m02040][c] + [1.0][m02951][c] => [1.0][m02000][c] + [1.0][m02946][c]
HMR_1846	[1.0][m02682][c] + [1.0][m02000][c] => [1.0][m02039][c] + [1.0][m02681][c] + [1.0][m02951][c]
HMR_1845	[1.0][m01334][p] + [1.0][m02759][p] + [1.0][m02000][p] <=> [1.0][m01371][p] + [1.0][m01986][p] + [1.0][m02402][p]
HMR_1844	[1.0][m01334][c] + [1.0][m02759][c] + [1.0][m02000][c] <=> [1.0][m01371][c] + [1.0][m01986][c] + [1.0][m02402][c]
HMR_1843	[1.0][m02682][c] + [1.0][m02965][c] <=> [1.0][m02681][c] + [1.0][m02952][c]
HMR_1842	[1.0][m01334][p] + [1.0][m02759][p] + [1.0][m02965][p] <=> [1.0][m01371][p] + [1.0][m02402][p] + [1.0][m02961][p]
HMR_1841	[1.0][m01334][c] + [1.0][m02759][c] + [1.0][m02965][c] <=> [1.0][m01371][c] + [1.0][m02402][c] + [1.0][m02961][c]
HMR_1840	[1.0][m02039][r] + [1.0][m02555][r] + [1.0][m02630][r] + [1.0][m02402][r] => [1.0][m00745][r] + [1.0][m02040][r] + [1.0][m02554][r]
HMR_3337	[1.0][m00842][p] + [1.0][m01597][p] => [1.0][m00007][p] + [1.0][m01261][p]
HMR_3336	[1.0][m00701][p] + [1.0][m02552][p] => [1.0][m00842][p] + [1.0][m02039][p] + [1.0][m02553][p]
HMR_3335	[1.0][m02040][p] + [1.0][m03013][p] => [1.0][m00701][p]
HMR_3334	[1.0][m00016][p] + [1.0][m02630][p] => [1.0][m02041][p] + [1.0][m03013][p]
HMR_3333	[1.0][m00856][p] + [1.0][m01597][p] => [1.0][m00016][p] + [1.0][m01261][p]
HMR_3332	[1.0][m00709][p] + [1.0][m02552][p] => [1.0][m00856][p] + [1.0][m02039][p] + [1.0][m02553][p]
HMR_3331	[1.0][m02040][p] + [1.0][m03015][p] => [1.0][m00709][p]
HMR_3330	[1.0][m00025][p] + [1.0][m02630][p] => [1.0][m02041][p] + [1.0][m03015][p]
HMR_3339	[1.0][m02040][p] + [1.0][m03012][p] => [1.0][m00700][p]
HMR_3338	[1.0][m00007][p] + [1.0][m02630][p] => [1.0][m02041][p] + [1.0][m03012][p]
HMR_7034	[1.0][m02040][c] + [1.0][m01441][c] => [1.0][m01440][c]
HMR_7527	[2.0][m02040][l] + [1.0][m01539][l] => [1.0][m02525][l] + [1.0][m01535][l] + [1.0][m02946][l]
HMR_7524	[1.0][m01533][s] => [1.0][m01533][l]
HMR_7525	[1.0][m02040][l] + [1.0][m01533][l] => [1.0][m00205][l] + [1.0][m01539][l]
HMR_7522	[1.0][m02682][g] + [1.0][m01541][g] => [1.0][m02681][g] + [1.0][m01533][g]
HMR_7031	[1.0][m02954][c] => [1.0][m01692][c]
HMR_7520	[1.0][m03109][g] + [1.0][m01532][g] => [1.0][m03106][g] + [1.0][m01540][g]
HMR_7521	[1.0][m03111][g] + [1.0][m01540][g] => [1.0][m03106][g] + [1.0][m01541][g]
HMR_7038	[1.0][m02039][c] + [1.0][m02553][c] + [1.0][m01440][c] => [1.0][m02040][c] + [1.0][m02552][c] + [1.0][m03043][c]
HMR_7039	[1.0][m03109][c] + [1.0][m03043][c] => [1.0][m03106][c] + [1.0][m03042][c]
HMR_7528	[1.0][m02040][l] + [1.0][m01534][l] => [1.0][m02525][l] + [1.0][m01535][l]
HMR_7529	[1.0][m02040][l] + [1.0][m01535][l] => [1.0][m01536][l] + [1.0][m01973][l]
HMR_1209	[1.0][m00690][p] + [1.0][m02552][p] => [1.0][m00741][p] + [1.0][m02039][p] + [1.0][m02553][p]
HMR_9785	[1.0][m02613][l] => [1.0][m02613][c]
HMR_9786	[1.0][m02646][l] => [1.0][m02646][c]
HMR_9787	[1.0][m02648][l] => [1.0][m02648][c]
HMR_9780	[1.0][m02389][l] => [1.0][m02389][c]
HMR_9781	[1.0][m02456][l] => [1.0][m02456][c]
HMR_9782	[1.0][m02457][l] => [1.0][m02457][c]
HMR_9783	[1.0][m02494][l] => [1.0][m02494][c]
HMR_1201	[1.0][m01122][m] + [1.0][m01334][m] + [1.0][m02759][m] <=> [1.0][m01151][m] + [1.0][m01371][m] + [1.0][m01597][m]
HMR_1200	[1.0][m01122][c] + [1.0][m01334][c] + [1.0][m02759][c] <=> [1.0][m01151][c] + [1.0][m01371][c] + [1.0][m01597][c]
HMR_1203	[1.0][m01122][p] + [1.0][m01334][p] + [1.0][m02759][p] <=> [1.0][m01151][p] + [1.0][m01371][p] + [1.0][m01597][p]
HMR_1202	[1.0][m01122][r] + [1.0][m01334][r] + [1.0][m02759][r] <=> [1.0][m01151][r] + [1.0][m01371][r] + [1.0][m01597][r]
HMR_1205	[1.0][m01122][p] + [1.0][m02630][p] => [1.0][m01121][p] + [1.0][m02041][p]
HMR_1204	[1.0][m01122][m] + [1.0][m02630][m] => [1.0][m01121][m] + [1.0][m02041][m]
HMR_1207	[1.0][m01121][p] + [1.0][m02040][p] => [1.0][m00690][p]
HMR_1206	[1.0][m01121][m] + [1.0][m02040][m] => [1.0][m00690][m]
HMR_1230	[1.0][m00326][p] + [1.0][m02039][p] + [1.0][m02553][p] => [1.0][m00253][p] + [1.0][m02552][p]
HMR_5968	[1.0][m02125][s] + [1.0][m02993][c] => [1.0][m02125][c] + [1.0][m02993][s]
HMR_5969	[1.0][m02125][s] + [1.0][m02136][c] => [1.0][m02125][c] + [1.0][m02136][s]
HMR_6911	[1.0][m01803][m] + [1.0][m03103][m] <=> [1.0][m01802][m] + [1.0][m03102][m]
HMR_5964	[1.0][m02125][s] + [1.0][m02360][c] => [1.0][m02125][c] + [1.0][m02360][s]
HMR_5965	[1.0][m02125][s] + [1.0][m02770][c] => [1.0][m02125][c] + [1.0][m02770][s]
HMR_5966	[1.0][m01369][c] + [1.0][m02125][s] => [1.0][m01369][s] + [1.0][m02125][c]
HMR_5967	[1.0][m02125][s] + [1.0][m03135][c] => [1.0][m02125][c] + [1.0][m03135][s]
HMR_5960	[1.0][m02125][s] + [1.0][m03089][c] => [1.0][m02125][c] + [1.0][m03089][s]
HMR_5961	[1.0][m02125][s] + [1.0][m02724][c] => [1.0][m02125][c] + [1.0][m02724][s]
HMR_5962	[1.0][m02125][s] + [1.0][m03101][c] => [1.0][m02125][c] + [1.0][m03101][s]
HMR_5963	[1.0][m01628][c] + [1.0][m02125][s] => [1.0][m01628][s] + [1.0][m02125][c]
HMR_6914	[8.0][m02039][m] + [1.0][m02630][m] + [4.0][m01826][m] => [4.0][m02039][c] + [2.0][m02040][m] + [4.0][m01824][m]
HMR_1069	[1.0][m00310][c] + [1.0][m01371][c] + [1.0][m01597][c] + [2.0][m02040][c] + [1.0][m02552][c] + [1.0][m02630][c] => [1.0][m00259][c] + [1.0][m01334][c] + [1.0][m02039][c] + [1.0][m02041][c] + [1.0][m02553][c] + [1.0][m02759][c] + [1.0][m01261][c]
HMR_1068	[1.0][m00366][c] + [1.0][m01371][c] + [1.0][m01597][c] + [1.0][m02039][c] + [2.0][m02040][c] + [1.0][m02552][c] + [1.0][m02630][c] => [1.0][m00310][c] + [1.0][m01334][c] + [1.0][m02041][c] + [1.0][m02553][c] + [1.0][m02759][c] + [1.0][m01261][c]
HMR_1065	[1.0][m00279][c] + [1.0][m01371][c] + [1.0][m01597][c] + [1.0][m02039][c] + [2.0][m02040][c] + [1.0][m02552][c] + [1.0][m02630][c] => [1.0][m01219][c] + [1.0][m01334][c] + [1.0][m02041][c] + [1.0][m02553][c] + [1.0][m02759][c] + [1.0][m01261][c]
HMR_1064	[1.0][m02630][c] + [1.0][m01362][c] => [1.0][m00005][c]
HMR_1067	[1.0][m01176][c] + [1.0][m01371][c] + [1.0][m01597][c] + [1.0][m02039][c] + [2.0][m02040][c] + [1.0][m02552][c] + [1.0][m02630][c] => [1.0][m01055][c] + [1.0][m01334][c] + [1.0][m02041][c] + [1.0][m02553][c] + [1.0][m02759][c] + [1.0][m01261][c]
HMR_1066	[1.0][m01219][c] + [1.0][m01371][c] + [1.0][m01597][c] + [2.0][m02040][c] + [1.0][m02552][c] + [1.0][m02630][c] => [1.0][m01176][c] + [1.0][m01334][c] + [1.0][m02039][c] + [1.0][m02041][c] + [1.0][m02553][c] + [1.0][m02759][c] + [1.0][m01261][c]
HMR_1061	[1.0][m02039][r] + [1.0][m02555][r] + [1.0][m02630][r] + [1.0][m02096][r] => [1.0][m00598][r] + [1.0][m02040][r] + [1.0][m02554][r]
HMR_1063	[1.0][m01203][c] + [2.0][m02026][c] => [1.0][m01202][c] + [1.0][m02027][c] + [1.0][m02040][c]
HMR_1062	[1.0][m02630][c] + [1.0][m01362][c] => [1.0][m01203][c]
HMR_6918	[2.0][m02039][m] + [2.0][m01824][m] + [1.0][m03102][m] => [4.0][m02039][c] + [2.0][m01826][m] + [1.0][m03103][m]
HMR_8789	[1.0][m02581][c] <=> [1.0][m02581][n]
HMR_8788	[1.0][m02040][s] + [1.0][m02554][s] => [1.0][m01289][s] + [1.0][m02039][s] + [1.0][m02583][s]
HMR_8787	[1.0][m02480][m] => [1.0][m01596][m] + [1.0][m02774][m]
HMR_8786	[1.0][m02040][m] + [1.0][m02552][m] + [1.0][m02165][m] => [1.0][m02039][m] + [1.0][m02553][m] + [1.0][m02166][m]
HMR_8785	[1.0][m02165][c] <=> [1.0][m02165][m]
HMR_8784	[1.0][m02040][c] + [1.0][m02552][c] + [1.0][m02165][c] => [1.0][m02039][c] + [1.0][m02553][c] + [1.0][m02166][c]
HMR_8783	[1.0][m02040][c] + [1.0][m02630][c] + [1.0][m02124][c] => [1.0][m02041][c] + [1.0][m02578][c] + [1.0][m02165][c]
HMR_8782	[1.0][m02039][c] + [1.0][m02553][c] + [1.0][m02154][c] => [1.0][m02552][c] + [1.0][m01982][c]
HMR_8781	[1.0][m01371][c] + [1.0][m01982][c] => [1.0][m00674][c] + [1.0][m01285][c]
HMR_8780	[1.0][m02040][c] + [1.0][m02552][c] + [1.0][m02007][c] => [1.0][m02039][c] + [1.0][m02553][c] + [1.0][m02661][c]
HMR_3850	[1.0][m02880][c] <=> [1.0][m02880][p]
HMR_7834	[1.0][m01285][m] + [1.0][m01753][c] => [1.0][m01285][c] + [1.0][m01753][m]
HMR_8638	[1.0][m02882][c] <=> [1.0][m02882][n]
HMR_7835	[1.0][m01753][c] + [1.0][m01754][m] => [1.0][m01753][m] + [1.0][m01754][c]
HMR_3856	[1.0][m02039][c] + [1.0][m02553][c] + [1.0][m02475][c] => [1.0][m01715][c] + [1.0][m02552][c]
HMR_7836	[1.0][m01747][m] + [1.0][m01753][c] => [1.0][m01747][c] + [1.0][m01753][m]
HMR_8148	[1.0][m02328][g] + [1.0][m03107][g] => [1.0][m03106][g] + [1.0][m01960][g]
HMR_2907	[1.0][m02348][c] + [1.0][m03046][r] <=> [1.0][m02348][r] + [1.0][m03046][c]
HMR_7781	[1.0][m01285][c] => [1.0][m01285][s]
HMR_2906	[1.0][m01597][c] + [1.0][m03046][c] <=> [1.0][m02348][c] + [1.0][m03047][c]
HMR_7830	[1.0][m01642][c] + [1.0][m01643][m] => [1.0][m01642][m] + [1.0][m01643][c]
HMR_7787	[1.0][m01623][c] => [1.0][m01623][s]
HMR_8633	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m01398][c] => [1.0][m01285][c] + [1.0][m02751][c] + [1.0][m01398][s]
HMR_3867	[1.0][m01831][c] <=> [1.0][m01831][p]
HMR_7832	[1.0][m01643][m] + [1.0][m01756][c] => [1.0][m01643][c] + [1.0][m01756][m]
HMR_8144	[1.0][m01044][c] + [1.0][m02553][c] <=> [1.0][m01045][c] + [1.0][m02552][c]
HMR_7833	[1.0][m01371][m] + [1.0][m01753][c] => [1.0][m01371][c] + [1.0][m01753][m]
HMR_8147	[1.0][m03107][g] + [1.0][m01972][g] => [1.0][m02328][g] + [1.0][m03106][g]
HMR_3859	[1.0][m01716][c] + [2.0][m01824][m] => [2.0][m02039][c] + [2.0][m01826][m] + [1.0][m02819][c]
HMR_2757	[1.0][m02348][c] + [1.0][m01363][m] <=> [1.0][m02348][m] + [1.0][m01363][c]
HMR_8637	[1.0][m02040][c] + [1.0][m01632][c] => [1.0][m02578][c] + [1.0][m03118][c]
HMR_8636	[1.0][m01632][c] <=> [1.0][m01632][s]
HMR_9528	[1.0][m01371][c] + [1.0][m00187][c] => [1.0][m01285][c] + [1.0][m02737][c]
HMR_9529	[1.0][m02040][c] + [1.0][m02542][c] => [1.0][m02541][c] + [1.0][m01307][c]
HMR_9258	[1.0][m00516][x] <=> [1.0][m00516][s]
HMR_9259	[1.0][m01306][x] <=> [1.0][m01306][s]
HMR_8143	[1.0][m01100][c] + [1.0][m01371][c] + [1.0][m02039][c] => [1.0][m01044][c] + [1.0][m01285][c] + [1.0][m02751][c]
HMR_9520	[1.0][m02871][c] + [1.0][m03062][c] <=> [1.0][m02877][c] + [1.0][m03084][c]
HMR_9521	[1.0][m02871][c] + [1.0][m03059][c] <=> [1.0][m02877][c] + [1.0][m03058][c]
HMR_9522	[1.0][m02040][c] + [1.0][m02626][c] => [1.0][m02625][c] + [1.0][m03083][c]
HMR_9523	[1.0][m02759][c] + [1.0][m03060][c] <=> [1.0][m01706][c] + [1.0][m03083][c]
HMR_9524	[1.0][m03085][c] <=> [1.0][m03087][c]
HMR_9525	[3.0][m02039][c] + [1.0][m02877][c] + [1.0][m01367][c] <=> [1.0][m02871][c] + [1.0][m02474][c]
HMR_9254	[1.0][m01280][x] <=> [1.0][m01280][s]
HMR_9527	[1.0][m01597][c] + [1.0][m01251][c] <=> [1.0][m01261][c] + [1.0][m01341][c]
HMR_3522	[1.0][m00933][m] + [1.0][m01802][m] => [1.0][m00934][m] + [1.0][m01803][m]
HMR_3523	[1.0][m00934][m] + [1.0][m02040][m] => [1.0][m00705][m]
HMR_8129	[4.0][m02040][s] + [1.0][m02691][s] => [1.0][m01700][s] + [4.0][m01974][s]
HMR_3521	[1.0][m00933][c] + [1.0][m02348][c] <=> [1.0][m00950][c] + [1.0][m01597][c]
HMR_3526	[1.0][m00562][m] => [1.0][m00563][m]
HMR_3527	[1.0][m00563][m] + [1.0][m01802][m] => [1.0][m00578][m] + [1.0][m01803][m]
HMR_3524	[1.0][m00705][m] + [1.0][m02552][m] => [1.0][m00844][m] + [1.0][m02039][m] + [1.0][m02553][m]
HMR_3525	[1.0][m00844][m] + [1.0][m01597][m] => [1.0][m00562][m] + [1.0][m01261][m]
HMR_3838	[1.0][m00559][m] + [1.0][m03102][m] <=> [1.0][m02770][m] + [1.0][m03103][m]
HMR_3839	[1.0][m00913][c] + [1.0][m02552][c] <=> [1.0][m00914][c] + [1.0][m02039][c] + [1.0][m02553][c]
HMR_3528	[1.0][m00578][m] + [1.0][m02040][m] => [1.0][m00703][m]
HMR_3529	[1.0][m00703][m] + [1.0][m02552][m] => [1.0][m00831][m] + [1.0][m02039][m] + [1.0][m02553][m]
HMR_8127	[1.0][m02105][c] => [1.0][m02105][l]
HMR_8126	[1.0][m02104][m] => [1.0][m02104][c]
HMR_8125	[1.0][m02104][c] => [1.0][m02104][l]
HMR_8124	[1.0][m02119][m] => [1.0][m02119][c]
HMR_5780	[1.0][m02519][s] + [1.0][m02136][c] + [1.0][m03135][s] => [1.0][m02519][c] + [1.0][m02136][s] + [1.0][m03135][c]
HMR_5781	[1.0][m02519][s] + [1.0][m02184][c] + [1.0][m03135][s] => [1.0][m02519][c] + [1.0][m02184][s] + [1.0][m03135][c]
HMR_5782	[1.0][m02519][s] + [1.0][m01986][c] + [1.0][m02993][s] => [1.0][m02519][c] + [1.0][m01986][s] + [1.0][m02993][c]
HMR_5783	[1.0][m02519][s] + [1.0][m01307][c] + [1.0][m02993][s] => [1.0][m02519][c] + [1.0][m01307][s] + [1.0][m02993][c]
HMR_5784	[1.0][m02519][s] + [1.0][m01975][c] + [1.0][m02993][s] => [1.0][m02519][c] + [1.0][m01975][s] + [1.0][m02993][c]
HMR_5785	[1.0][m02519][s] + [1.0][m02896][c] + [1.0][m02993][s] => [1.0][m02519][c] + [1.0][m02896][s] + [1.0][m02993][c]
HMR_0338	[1.0][m00025][c] + [1.0][m02040][c] => [1.0][m01597][c] + [1.0][m02564][c]
HMR_0339	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m02564][c] => [1.0][m01285][c] + [1.0][m02751][c] + [1.0][m02564][s]
HMR_0336	[1.0][m02564][s] => [1.0][m02564][c]
HMR_0337	[1.0][m00025][c] + [1.0][m01334][c] + [1.0][m02759][c] <=> [1.0][m01371][c] + [1.0][m01597][c] + [1.0][m02564][c]
HMR_0335	[1.0][m01371][c] + [1.0][m02040][c] + [1.0][m02385][c] => [1.0][m01285][c] + [1.0][m02751][c] + [1.0][m02385][s]
HMR_0332	[1.0][m02040][c] + [1.0][m02971][c] => [1.0][m01597][c] + [1.0][m02385][c]
HMR_0330	[1.0][m02385][s] => [1.0][m02385][c]
HMR_0331	[1.0][m01334][c] + [1.0][m02759][c] + [1.0][m02971][c] <=> [1.0][m01371][c] + [1.0][m01597][c] + [1.0][m02385][c]
HMR_5164	[2094.0][m01371][c] + [2792.0][m02040][c] + [61.0][m02335][c] + [27.0][m02340][c] + [34.0][m02341][c] + [45.0][m02342][c] + [40.0][m02351][c] + [17.0][m02376][c] + [42.0][m02377][c] + [19.0][m02380][c] + [15.0][m02401][c] + [65.0][m02404][c] + [58.0][m02405][c] + [10.0][m02408][c] + [28.0][m02412][c] + [32.0][m02415][c] + [41.0][m02416][c] + [30.0][m02419][c] + [8.0][m02420][c] + [26.0][m02421][c] + [48.0][m02423][c] + [52.0][m02006][c] => [2094.0][m01285][c] + [2094.0][m02751][c] + [1.0][m00186][c] + [61.0][m03063][c] + [27.0][m03064][c] + [34.0][m03065][c] + [45.0][m03066][c] + [40.0][m03067][c] + [17.0][m03068][c] + [42.0][m03069][c] + [52.0][m03070][c] + [19.0][m03071][c] + [15.0][m03072][c] + [65.0][m03073][c] + [58.0][m03074][c] + [10.0][m03075][c] + [28.0][m03076][c] + [32.0][m03077][c] + [41.0][m03078][c] + [30.0][m03079][c] + [8.0][m03080][c] + [26.0][m03081][c] + [48.0][m03082][c]
HMR_3864	[1.0][m00918][m] + [1.0][m02039][c] + [1.0][m01974][c] => [1.0][m00918][c] + [1.0][m02039][m] + [1.0][m01974][m]
HMR_5165	[951.0][m01371][c] + [1268.0][m02040][c] + [39.0][m02335][c] + [34.0][m02340][c] + [1.0][m02341][c] + [11.0][m02342][c] + [2.0][m02351][c] + [32.0][m02376][c] + [40.0][m02377][c] + [2.0][m02380][c] + [2.0][m02401][c] + [41.0][m02404][c] + [13.0][m02405][c] + [8.0][m02408][c] + [4.0][m02412][c] + [8.0][m02415][c] + [14.0][m02416][c] + [12.0][m02419][c] + [8.0][m02420][c] + [4.0][m02421][c] + [24.0][m02423][c] + [18.0][m02006][c] => [951.0][m01285][c] + [951.0][m02751][c] + [1.0][m01359][c] + [39.0][m03063][c] + [34.0][m03064][c] + [1.0][m03065][c] + [11.0][m03066][c] + [2.0][m03067][c] + [32.0][m03068][c] + [40.0][m03069][c] + [18.0][m03070][c] + [2.0][m03071][c] + [2.0][m03072][c] + [41.0][m03073][c] + [13.0][m03074][c] + [8.0][m03075][c] + [4.0][m03076][c] + [8.0][m03077][c] + [14.0][m03078][c] + [12.0][m03079][c] + [8.0][m03080][c] + [4.0][m03081][c] + [24.0][m03082][c]
HMR_3787	[1.0][m01253][m] + [1.0][m02944][m] => [1.0][m01255][m] + [1.0][m02943][m]
HMR_3784	[1.0][m00663][m] + [1.0][m01802][m] <=> [1.0][m01803][m] + [1.0][m02999][m]
HMR_3785	[1.0][m02040][m] + [1.0][m02999][m] => [1.0][m00171][m]
HMR_3782	[1.0][m00663][m] + [1.0][m01986][m] <=> [1.0][m00664][m] + [1.0][m01597][m]
HMR_3783	[1.0][m00663][m] + [1.0][m03103][m] <=> [1.0][m02999][m] + [1.0][m03102][m]
HMR_3780	[1.0][m00669][m] + [1.0][m01597][m] + [1.0][m02552][m] => [1.0][m00663][m] + [1.0][m01596][m] + [1.0][m02039][m] + [1.0][m02553][m]
HMR_3863	[1.0][m00918][c] + [1.0][m01370][m] <=> [1.0][m00918][m] + [1.0][m01370][c]
HMR_3789	[1.0][m02479][c] <=> [1.0][m02479][m]
HMR_5166	[801.0][m01371][c] + [1068.0][m02040][c] + [23.0][m02335][c] + [17.0][m02340][c] + [5.0][m02341][c] + [16.0][m02342][c] + [19.0][m02376][c] + [30.0][m02377][c] + [6.0][m02380][c] + [41.0][m02404][c] + [22.0][m02405][c] + [4.0][m02408][c] + [8.0][m02412][c] + [10.0][m02415][c] + [16.0][m02416][c] + [12.0][m02419][c] + [5.0][m02420][c] + [7.0][m02421][c] + [15.0][m02423][c] + [11.0][m02006][c] => [801.0][m01285][c] + [801.0][m02751][c] + [1.0][m01350][c] + [23.0][m03063][c] + [17.0][m03064][c] + [5.0][m03065][c] + [16.0][m03066][c] + [19.0][m03068][c] + [30.0][m03069][c] + [11.0][m03070][c] + [6.0][m03071][c] + [41.0][m03073][c] + [22.0][m03074][c] + [4.0][m03075][c] + [8.0][m03076][c] + [10.0][m03077][c] + [16.0][m03078][c] + [12.0][m03079][c] + [5.0][m03080][c] + [7.0][m03081][c] + [15.0][m03082][c]
HMR_4789	[1.0][m02040][p] + [1.0][m02630][p] + [1.0][m01986][p] => [1.0][m02041][p] + [1.0][m02578][p] + [1.0][m02007][p]
HMR_4788	[1.0][m01307][m] + [1.0][m02007][m] => [1.0][m01986][m] + [1.0][m02819][m]
HMR_4783	[2.0][m02039][m] + [1.0][m02630][m] + [1.0][m03037][m] => [2.0][m02040][m] + [1.0][m02320][m]
HMR_4782	[2.0][m02039][c] + [1.0][m02630][c] + [1.0][m03037][c] => [2.0][m02040][c] + [1.0][m02320][c]
HMR_4781	[1.0][m02554][m] + [1.0][m03037][m] => [1.0][m02039][m] + [1.0][m02320][m] + [1.0][m02555][m]
HMR_4780	[1.0][m02554][c] + [1.0][m03037][c] => [1.0][m02039][c] + [1.0][m02320][c] + [1.0][m02555][c]
HMR_4787	[1.0][m00989][m] => [1.0][m02007][m] + [1.0][m02819][m]
HMR_4786	[1.0][m01306][m] + [1.0][m02358][m] => [1.0][m00989][m] + [1.0][m01974][m]
HMR_4785	[2.0][m02040][m] + [1.0][m02320][m] + [1.0][m02554][m] => [1.0][m02039][m] + [1.0][m02358][m] + [1.0][m02555][m]
HMR_4784	[2.0][m02040][m] + [1.0][m02320][m] + [1.0][m02552][m] => [1.0][m02039][m] + [1.0][m02358][m] + [1.0][m02553][m]
HMR_5167	[315.0][m01371][c] + [420.0][m02040][c] + [8.0][m02335][c] + [3.0][m02341][c] + [7.0][m02342][c] + [5.0][m02351][c] + [5.0][m02376][c] + [10.0][m02377][c] + [1.0][m02380][c] + [4.0][m02401][c] + [6.0][m02404][c] + [12.0][m02405][c] + [3.0][m02408][c] + [9.0][m02412][c] + [3.0][m02415][c] + [7.0][m02416][c] + [4.0][m02419][c] + [1.0][m02420][c] + [1.0][m02421][c] + [11.0][m02423][c] + [5.0][m02006][c] => [315.0][m01285][c] + [315.0][m02751][c] + [8.0][m03063][c] + [3.0][m03065][c] + [7.0][m03066][c] + [5.0][m03067][c] + [5.0][m03068][c] + [10.0][m03069][c] + [5.0][m03070][c] + [1.0][m03071][c] + [4.0][m03072][c] + [6.0][m03073][c] + [12.0][m03074][c] + [3.0][m03075][c] + [9.0][m03076][c] + [3.0][m03077][c] + [7.0][m03078][c] + [4.0][m03079][c] + [1.0][m03080][c] + [1.0][m03081][c] + [11.0][m03082][c] + [1.0][m02990][c]
